nconst	name	birthYear	deathYear
nm1301895	Suzanne Rattigan	1964	
nm1301997	Marina Rocco	1979	
nm1302182	Steve Sandvoss	1980	
nm1302330	Murli Sharma	1972	
nm1302452	Kelly Smith	1979	
nm1302591	Michael Sucsy	1973	
nm1302735	Max Thieriot	1988	
nm1303233	Takayuki Yamada	1983	
nm1303433	John Abraham	1972	
nm1303569	Bob Willis	1949	2019
nm1303851	John Murphy	1980	
nm1304386	Stephen Campbell Moore	1979	
nm1304475	Teresa Ciabatti	1975	
nm1305192	Siobhan Hewlett	1983	
nm1305877	Neelesh Misra	1973	
nm1306212	Rob Pottorf	1959	
nm1306410	Sahil Vaid	1986	
nm1306530	Rock Shaink Jr.	1978	
nm1306654	James St. James	1966	
nm1307003	Paul Wallfisch	1964	
nm1307515	Daniel Letterle	1979	
nm1307735	Daniel Tay	1991	
nm1307939	Meera Jasmine	1982	
nm1308026	Allison Pearson	1960	
nm1309247	Andrea Ajemian	1975	
nm1309643	Claire Coffee	1980	
nm1309787	Aaron Dismuke	1992	
nm1310112	Robin Guthrie	1962	
nm1310368	Minka Kelly	1980	
nm1310709	Scott Mechlowicz	1981	
nm1311488	Jake Tapper	1969	
nm1311785	Lev Zhurbin	1978	
nm1312575	Olivia Wilde	1984	
nm1312919	Yann Demange	1977	
nm1314116	Saul Dibb	1968	
nm1315040	Jacob Lohmann	1974	
nm1315113	June Malia	1970	
nm1315378	Kayvan Novak	1978	
nm1315826	James Shanks	1972	
nm1315976	Vilma Szécsi	1933	
nm1315983	TQ	1976	
nm1315989	Yen Tan	1975	
nm1316040	Pinar Toprak	1980	
nm1316072	Nora Twomey	1971	
nm1316170	Baoqiang Wang	1984	
nm1316296	Pegi Young	1952	2019
nm1316530	Joe Finfera	1968	
nm1316767	Dallas Roberts	1970	
nm1317082	Lymari Nadal	1978	
nm1317171	Paula Taylor	1983	
nm1317262	Jim O'Hanlon	1970	
nm1318192	Bob Layton	1953	
nm1318194	Roger Lewis	1960	
nm1318578	Tannishtha Chatterjee	1980	
nm1318596	Jemaine Clement	1974	
nm1318670	Vishal Dadlani	1973	
nm1318999	Yana Gupta	1979	
nm1319130	Turgut Inangiray	1927	
nm1319488	David Marqués	1972	
nm1319618	Nick Moorcroft	1978	
nm1319795	Robert Paschall Jr.	1978	
nm1320717	John Hennigan	1979	
nm1320897	Tian Jing	1988	
nm1320951	Anna Bocci	1973	
nm1321094	Skyler Samuels	1994	
nm1321652	Paul Levitz	1956	
nm1321655	Christopher Markus	1970	
nm1321656	Stephen McFeely	1970	
nm1321660	Arne Sommer	1970	
nm1322162	Maria Chiara Augenti	1982	
nm1322328	Kyle Bornais	1977	
nm1322477	Abhishek Chaubey	1977	
nm1322753	Sam Esmail	1977	
nm1322979	Teo Guardino	1975	
nm1323785	Alexander Nevsky	1971	
nm1324246	Mallika Sherawat	1976	
nm1324473	Ceiri Torjussen	1976	
nm1324960	S.P. Krause	1969	
nm1325129	Sunil Thapa	1957	
nm1325141	Ali Tutal	1950	
nm1325199	Anastasia Baranova	1989	
nm1325306	Jana Kramer	1983	
nm1325419	Kristen Wiig	1973	
nm1325899	Travis Knight	1973	
nm13260258	Abhinay Raj Singh	1999	
nm1326366	Thangar Bachan	1962	
nm1326535	Sundar C.	1968	
nm1327019	Alison Greenspan	1972	2021
nm1327322	Purab Kohli	1979	
nm1328075	Hanan Savyon	1976	
nm1328152	Shriya Saran	1982	
nm1328684	Ed Gorman	1941	2016
nm1328775	Daisuke Ono	1978	
nm1328859	Kenjirô Tsuda	1971	
nm1328911	Elika Crespo	1976	
nm1329302	Greg Hughs	1972	
nm1330023	Kim Sønderholm	1973	
nm1330276	Randy Couture	1963	
nm1330324	Sibylla Deen	1982	
nm1330431	Mark Freiburger	1983	
nm1330560	Garrett Hedlund	1984	
nm1330618	Yusuf Hussain	1948	2021
nm1330914	Fatima Meer	1928	2010
nm1330998	Izuru Narushima	1961	
nm1331316	Soko	1985	
nm1331678	Bob Lazar	1959	
nm1331735	Ryan Pinkston	1988	
nm1331743	L.A. Reid	1956	
nm1331774	Kevin Shields	1963	
nm1332451	Raymond Lam	1979	
nm1333357	Bryan Burk	1968	
nm1333687	Dhanush	1983	
nm1333798	Mabrouk El Mechri	1976	
nm1334389	Jayasurya	1978	
nm1334396	Carter Jenkins	1991	
nm1334478	Dror Kasinsky	1971	
nm1334526	Simon Kinberg	1973	
nm1334773	Luca Lucini	1967	
nm1334869	Logan Marshall-Green	1976	
nm1335291	Missy Peregrym	1982	
nm1335387	Prithviraj Sukumaran	1982	
nm1335574	S.P.B. Charan	1972	
nm1335704	Fahadh Faasil	1982	
nm1335735	Shilajit Majumdar	1965	
nm1335875	Sukumar	1971	
nm1335972	Peter Tibbals	1975	
nm1336595	Demetri Martin	1973	
nm1337350	Jay Ellis	1981	
nm1337885	Jeff Baena	1977	
nm1338587	Pritam Chakraborty	1971	
nm1338640	Arnau Valls Colomer	1978	
nm1339122	Kristen Huntley	1957	2022
nm1339223	Ty Simpkins	2001	
nm1340094	Sachin Tendulkar	1973	
nm1341148	Nana Yuriko	1973	2014
nm1341624	Amy Lee	1981	
nm1341735	David Magee	1962	
nm13419920	Wajid Shaikh	1996	
nm1342435	Eric Giovon	1974	
nm1342513	Shanola Hampton	1977	
nm1342727	Skandar Keynes	1991	
nm1342827	Gregory Lemkin	1964	2018
nm1343042	Matthew Montgomery	1978	
nm1343254	Leah Pipes	1988	
nm1343394	Josh Safdie	1984	
nm1343514	Vishal Sinha	1975	
nm1343803	James L. White	1947	2015
nm1343864	Peter Zhmutski	1980	
nm1344075	Marc Lévy	1961	
nm1344302	Rachel House	1971	
nm1344768	John Yuan	1973	
nm1344905	Matt Yuan	1973	
nm1344955	Álvaro Escobar	1966	
nm1345076	Stephen Hughes	1958	
nm1345280	Andrew Calder	1972	
nm1345864	Chantal Claret	1982	
nm1346160	Josh Flitter	1994	
nm1346230	Edi Gathegi	1979	
nm1346562	Gina Kim	1973	
nm1347153	Tyler Perry	1969	
nm1348102	Sam Lerner	1992	
nm1348108	Christos Loulis	1976	
nm1348210	John Romita Jr.	1956	
nm1348661	Joann Estoesta	1968	
nm1349318	Sajid Khan	1970	
nm1349376	Francis Lawrence	1971	
nm1349694	Katherine Bailess	1980	
nm1349818	Anna Boden	1979	
nm1350325	Luis Fernandez de la Reguera	1966	2006
nm1350346	Todd Fjelsted	1967	
nm1350566	Audie Harrison	1977	
nm1350592	Brett Henenberg	1978	
nm1351042	Natalia Livingston	1976	
nm1351206	Wojciech Mecwaldowski	1980	
nm1351254	Josh Miller	1978	
nm1351303	Michael Mouracade	1973	
nm1351834	Diego Shaalo	1980	
nm1351987	Alyson Stoner	1993	
nm1352172	V.V. Vinayak	1974	
nm1352774	Jose Rosete	1975	
nm1352905	Courtney Bell	1978	
nm1353465	Andri Steinn Guðjónsson	1979	
nm1353508	Ray Charles Robinson Jr.	1955	
nm1353534	Karl Richards	1973	
nm1353748	Paul Campbell	1979	
nm1353967	Gregg Alexander	1972	
nm1354216	Marc F. Adler	1972	
nm1354955	Irene Escolar	1988	
nm1355146	Adam Taylor Gordon	1993	
nm1355362	Jonathan 'Lil J' McDaniel	1985	
nm1355835	Jason Maurer	1971	
nm1355882	Alexia Melocchi	1966	
nm13561742	Ahmed Max	1995	
nm1356588	Stefano Sollima	1966	
nm1356621	Bob Stanley	1965	
nm1356937	Pete Wiggs	1966	
nm1356951	Alice Winocour	1976	
nm1357218	Chris Geere	1981	
nm1357477	Randy Wayne	1981	
nm1357683	Rita Ora	1990	
nm1357722	Laura Smet	1983	
nm1357855	Stephan Rick	1974	
nm1358368	Jennifer Jones-Mitchell	1972	
nm1358380	David Sedaris	1956	
nm1358516	Ralph Steadman	1936	
nm1358539	Jennifer Carpenter	1979	
nm1358646	Dan Castle	1966	
nm1358855	Edward Allen	1948	
nm1359149	Bo Buckley	1974	
nm1359191	Cam Cannon	1970	
nm1359361	Jason Diamond	1971	
nm1359370	Christo Dimassis	1963	
nm1360270	Ben McKenzie	1978	
nm1360283	Tom Meeten	1974	
nm1360697	Rukhsar Rehman	1975	
nm1360837	Dan Renton Skinner	1973	
nm1360860	Rich Sommer	1978	
nm1360971	Shane Dax Taylor	1975	
nm1361042	Stephen Boss	1982	2022
nm1361530	Steve Oram	1973	
nm1361912	Steven Dieveney	1965	
nm1362432	Jérôme Salle	1971	
nm1362893	Petr Jákl	1973	
nm1363068	Guy Berryman	1978	
nm1363111	Max Botkin	1979	
nm1363136	Jon Buckland	1977	
nm1363194	Will Champion	1978	
nm1363374	Chandra Prakash Dwivedi	1960	
nm1363489	Brian Funck	1969	
nm1363595	Dan Harmon	1973	
nm1364532	Ryan Simpkins	1998	
nm1365137	Patrick Seitz	1978	
nm1365209	Jessica Boone	1984	
nm1365515	Sean Covel	1976	
nm1365577	Lena Herzog	1970	
nm1365879	Morgan Neville	1967	
nm1366317	Abhirami	1981	
nm1366568	Radivoje Bukvic	1979	
nm1367106	Kent Haruf	1943	2014
nm1367730	Pasupathy	1969	
nm1367960	Steven Sawalich	1977	
nm1368557	Yui Ichikawa	1986	
nm1369375	Steven Chase	1962	
nm1369571	Joe Stapleton	1963	2018
nm1370269	Max Burkholder	1997	
nm1370408	Joaquín Cosio	1962	
nm1370554	Lyne DuFort	1966	
nm1370960	Trip Hope	1972	
nm1371339	Al Madrigal	1971	
nm1371551	Sasko Nasev	1966	
nm1371634	Erlinda Navarro	1973	
nm1372014	Joy Sengupta	1968	
nm1372025	Alyssa Shafer	1998	
nm1372057	Mario Signore	1975	
nm1372713	Alex Frost	1987	
nm1372788	Shahid Kapoor	1981	
nm1372878	Santu Mukherjee	1951	2020
nm1373352	John Paesano	1977	
nm1373570	Travis McDonald	1976	
nm1373794	Alex Orr	1979	
nm1373849	Robert Baer	1952	
nm1373920	Chris 'C.T.' Tamburello	1980	
nm1374033	Lucy Brown	1979	
nm1374680	Gackt	1973	
nm1374751	Régine Chassagne	1976	
nm1374768	Arindam Chaudhuri	1971	
nm1374850	David D'Alessio	1976	
nm1374980	Zac Efron	1987	
nm1375020	Alex Etel	1994	
nm1375030	Simon Farnaby	1973	
nm1375330	Henry Hopper	1990	
nm1375534	Trisha Krishnan	1983	
nm1375538	Brandon Krueger	1972	
nm1375877	Juan Minujín	1975	
nm1375981	Praveen Nischol	1948	
nm1376035	Tolga Örnek	1972	
nm1376638	Rune Tolsgaard	1977	
nm1376846	Yasemin Yalçin	1964	
nm1376899	Artur Zurawski	1972	
nm1377375	Rachel Bilson	1981	
nm1377376	Rachel Binder	1973	
nm1377561	Laura Ramsey	1982	
nm1377673	Austin Andrews	1985	
nm1378320	Aaron Abrams	1978	
nm1378431	Michael Bennett	1943	1987
nm1378502	Jeffrey Johnson	1970	
nm1378553	Craig Russell	1977	
nm1378816	Chad R. Davis	1977	
nm13788181	Saif Mohsen	2001	
nm1379002	David Robert Mitchell	1974	
nm1379330	Nimu Bhowmick	1935	2019
nm1379526	Filipe Cary	1975	
nm1379545	Lowell Cauffiel	1951	
nm1379619	Eoin Colfer	1965	
nm1379745	Pablo Derqui	1976	
nm1379938	Travis Fimmel	1979	
nm1380487	Deborah Kampmeier	1964	
nm1380711	Laura Albert	1965	
nm1380882	Jack McElhone	1994	
nm1381100	Kyle Newman	1976	
nm1381358	Celso R. García	1976	
nm1382207	Robert Hoffman	1985	
nm1382642	Cory Schneider	1977	
nm1382907	Sinda Nichols	1959	
nm1383345	Eon Mora	1987	
nm1383548	Eric Tannenbaum	1963	
nm1383799	Ferdous Ahmed	1974	
nm1383984	Rachana Banerjee	1974	
nm1384079	Dylan Vox	1974	
nm1384117	Max Biaggi	1971	
nm1384413	Saswata Chatterjee	1970	
nm1384462	Zach Clark	1982	
nm1384972	Tommaso Feraboli	1973	
nm1385228	Gopichand	1979	
nm1385304	Ismail Hacioglu	1985	
nm1385871	Olga Kurylenko	1979	
nm1386135	Meghna Malik	1951	
nm1386645	Oscar Nuñez	1958	
nm1386893	Raymond Pozo	1969	
nm1387177	Atul Sabharwal	1977	
nm1387362	Josh Silfen	1978	
nm1387379	Rob Simonsen	1978	
nm1387582	Andrew Swant	1976	
nm1388074	Tony Jaa	1976	
nm1388202	Siddique	1962	
nm1388227	Ryan Adams	1974	
nm1388411	Martin Barnewitz	1974	
nm1388927	Miranda Cosgrove	1993	
nm1388984	Nauheed Cyrusi	1982	
nm1389835	Bram Hoover	1983	
nm1389924	Alexander Izotov	1971	
nm1390215	Carson Kressley	1969	
nm1390614	Jennette McCurdy	1992	
nm1391054	Francesco Patierno	1964	
nm1391064	Amit Pawar	1972	2010
nm1391252	Haley Ramm	1992	
nm1392348	Klaus Wowereit	1953	
nm1392388	Elodie Yung	1981	
nm1392439	May el-Toukhy	1977	
nm1392994	Amma Asante	1969	
nm1393310	Bianca Roe	1976	
nm1393354	Kristen Connolly	1980	
nm1393443	Jamie Delano	1954	
nm1394426	Hansika Motwani	1991	
nm1394740	Donald A. Reed	1935	2001
nm1395312	Shahkrit Yamnarm	1978	
nm1395403	Alex Albrecht	1976	
nm1395602	Allen Leech	1981	
nm1395771	Lucas Till	1990	
nm1395814	Michael deGruy	1951	2012
nm1396022	Anna Torv	1979	
nm1396037	Jo Woodcock	1988	
nm1396048	Dave Filoni	1974	
nm1396121	Makoto Shinkai	1973	
nm1396593	Josh Janowicz	1981	
nm1397297	Logan Bartholomew	1984	
nm1397299	Shakuntala Barua	1947	
nm1397301	Anurag Basu	1974	
nm1397536	Pallavi Chatterjee	1965	
nm1397579	Ben Coccio	1975	
nm1398053	Kyoko Hasegawa	1978	
nm1398736	Navya Nair	1985	
nm1399051	Amerie	1980	
nm1399188	Sutapa Sikdar	1967	
nm1399243	Sonu Sood	1973	
nm1399714	Scott Beck	1984	
nm1401531	Diora Baird	1983	
nm1401820	Charlotte Bruus Christensen	1978	
nm1401995	Ludek Drizhal	1966	
nm1402100	Michaela Jill Murphy	1994	
nm1402203	Will Gilbey	1979	
nm1403599	Drago Sumonja	1975	2020
nm1403766	Venkat	1967	2021
nm1404239	Evan Peters	1987	
nm1404307	Simon Stone	1985	
nm1404408	Alice Eve	1982	
nm1404488	AJ Michalka	1991	
nm1405212	Arianne Fraser	1978	
nm1405359	Imran Khan	1983	
nm1405398	Dan Stevens	1982	
nm1405566	Pietro Neil	1977	
nm1405911	Nate Atkins	1978	
nm1406033	Adam Blackstone	1981	
nm1406333	Ian Anthony Dale	1978	
nm1406730	Geoff Gustafson	1974	
nm1406792	Parisa Fitz-Henley	1977	
nm1407022	Rebekah Kochan	1984	
nm1407420	Laust Trier-Mørk	1978	
nm1408752	Douglas Tait	1978	
nm1408932	Gail Kim	1976	
nm1409196	Samuel Child	1976	
nm1409956	Drew Tyler Bell	1986	
nm1410028	Pierre Bismuth	1953	
nm1410105	AJ Bowen	1977	
nm1410462	Gabriel Cowan	1973	
nm1410527	Sami Darr	1978	
nm1410815	Asghar Farhadi	1972	
nm1410940	Lily Franky	1963	
nm1411125	Selena Gomez	1992	
nm1411329	Ask Hasselbalch	1979	
nm1411347	Don Heck	1929	1995
nm1411676	Mindy Kaling	1979	
nm1412298	Aaron McGruder	1974	
nm1412474	Fernando Morais	1946	
nm1412827	Morgan Pehme	1978	
nm1412921	Pawel Pitera	1952	
nm1412974	Glen Powell	1988	
nm1413459	Siddharth	1979	
nm1414749	Chris Wyatt	1975	
nm1414810	E.L. Katz	1981	
nm1415323	Miley Cyrus	1992	
nm1415572	Trevor Forrest	1971	
nm1415769	Michael Haslund-Christensen	1965	
nm1415782	Volker Heißmann	1969	
nm1415801	Jerusha Hess	1980	
nm1416056	Erkin Koray	1941	
nm1416109	Forrest Landis	1994	
nm1416190	N. Linguswamy	1967	
nm1416215	Demi Lovato	1992	
nm1416330	Jake McDorman	1986	
nm1416744	Martin Rassau	1967	
nm1416784	Cristián Riquelme	1979	
nm1417289	Meera Vasudevan	1982	
nm1417314	Vikram	1966	
nm1417315	Vikraman	1966	
nm1417392	Adam Wingard	1982	
nm1417640	Brett Haley	1983	
nm1417647	Jon Heder	1977	
nm1417828	Atit Shah	1983	
nm1417921	Heidrun Breier	1971	
nm1418096	Samantha Sloyan	1979	
nm1418952	Bhavana	1986	
nm1419055	Hari	1972	
nm1419300	Sonia Agarwal	1982	
nm1419440	Ivana Baquero	1994	
nm1420619	Karunas	1970	
nm14212909	Musa Muhammed Olayinka	2005	
nm1421465	Priyamani	1984	
nm1421628	Tota Roy Chowdhury	1976	
nm1421629	Bert V. Royal	1977	
nm1421638	Greg Rucka	1969	
nm1421754	K. Selvaraghavan	1975	
nm1421776	Yuvan Shankar Raja	1979	
nm1421814	Suriya	1975	
nm1423438	Jeremy Rush	1977	
nm1423952	Lisa Fischer	1958	
nm1423955	Lucy Hale	1989	
nm1424878	Ed Gass-Donnelly	1977	
nm1425041	Pat Holden	1966	
nm1425584	Kharaj Mukherjee	1963	
nm1425585	Shiboprosad Mukherjee	1974	
nm1425780	Lily Pilblad	2000	
nm1426838	Hanawa	1976	
nm1427076	Shilpa Shukla	1982	
nm1428002	Neil Gordon	1958	2017
nm1428022	Scott Adderton	1973	
nm1428311	Adam Cole-Kelly	1980	
nm1428360	Michele D'Attanasio	1976	
nm1428626	Chad Gundersen	1977	
nm1428690	Russell Hodgkinson	1959	
nm1428724	Indrans	1956	
nm1428821	Joey King	1999	
nm1429248	Aksha Pardasany	1991	
nm1429380	Britt Robertson	1990	
nm1429471	Jaume Collet-Serra	1974	
nm1429908	LeBron James	1984	
nm14299736	Reapstar	2005	
nm1430632	David Auburn	1969	
nm1431061	John Paul	1950	2022
nm1431376	Dasaradh	1971	
nm1431656	Emraan Hashmi	1979	
nm1431940	Evangeline Lilly	1979	
nm1432049	Sindhu Menon	1985	
nm1432815	Volker Bruch	1980	
nm1433420	Ara Katz	1979	
nm1433521	Janet Fitch	1955	
nm1433549	Kelly Adams	1979	
nm1433580	Jose Rivera	1955	
nm1433588	Jim Parsons	1973	
nm1435438	Augustine Frizzell	1979	
nm1435707	Brian Hartman	1967	
nm1435762	Brian Herzlinger	1976	
nm1436209	Jennifer Lafleur	1979	
nm1436693	A.R. Murugadoss	1974	
nm1436760	Fabian Nicieza	1961	
nm1436930	Andrew Paquin	1977	
nm1436974	Dustin Pearlman	1981	
nm1437776	John Tartaglia	1978	
nm1439564	Dan Jurgens	1959	
nm1440221	Joe Farrell	1975	
nm1440402	Nicole Parker	1978	
nm1440692	Michael Noonan	1921	2000
nm1441218	Tony DeZuniga	1932	2012
nm1441888	Kazuo Kuroi	1938	
nm1442113	Jack McBrayer	1973	
nm1442514	S.S. Rajamouli	1973	
nm1442561	Ralph Rieckermann	1962	
nm1442877	William Matthews	1968	
nm1442928	Bobb'e J. Thompson	1996	
nm1442940	Adair Tishler	1996	
nm1443023	Nacho Vigalondo	1977	
nm1443368	Brett Gelman	1976	
nm1443502	Jordan Peele	1979	
nm1443527	Rob Riggle	1970	
nm1443740	Zoe Kazan	1983	
nm1443757	Manuela Martelli	1983	
nm14443383	Mark Tanvir	2001	
nm1444447	Thomas Geiger	1966	
nm1444454	Jukô Nishimura	1930	2007
nm1444462	Richard Brooks	1962	
nm1444702	Eric Potter	1971	
nm1445490	Alice Greczyn	1986	
nm1445746	Valerie LaPointe	1981	
nm1447022	Wendy Powell	1971	
nm1447139	Todd Lincoln	1976	
nm1448771	Akira Yasuda	1964	
nm1448812	James Hunter	1977	
nm1448916	Ryan Kavanaugh	1974	
nm1450183	Dustin Ingram	1990	
nm1451415	Alyssa Sutherland	1982	
nm1451495	Tiësto	1969	
nm1452155	Nathan Parsons	1988	
nm1452688	Adam Rapp	1968	
nm1453214	Sean Kaplan	1973	
nm1453358	Pascal Mercier	1944	
nm1453456	Nikhita	1981	
nm1454378	Molly Ephraim	1986	
nm1455087	Eryk Lubos	1974	
nm1455681	AnnaSophia Robb	1993	
nm1456358	Gino del Guercio	1958	
nm1456471	Kimberly Brooks	1968	
nm1456816	Bryan Woods	1984	
nm1456970	Isabel Lucas	1985	
nm1457031	Malou Reymann	1988	
nm1457654	Kenneth Oppel	1967	
nm1458734	Ciro Guerra	1981	
nm1458741	John Guleserian	1976	
nm1459109	Diego Klattenhoff	1979	
nm1460159	Rohit Shetty	1974	
nm1460386	Colm Tóibín	1955	
nm1460483	Judith Viorst	1931	
nm1461392	Joachim Rønning	1972	
nm1461822	Stephen Jeffreys	1950	2018
nm1461981	Perry Moore	1971	2011
nm1462245	Anthem Moss	1985	
nm1463000	Todd Dagres	1960	
nm1463426	Jonathan Patrick Foo	1982	
nm1463812	Renn Hawkey	1974	
nm1464012	Janine Jackowski	1976	
nm1464314	Sudha Kongara	1989	
nm1464577	Rob Lieber	1976	
nm1464837	Arjun Mathur	1981	
nm1465570	Alec Puro	1975	
nm1466415	Richard Tognetti	1970	
nm1466628	Vedhika	1988	
nm1467000	Bharath Srinivasan	1984	
nm1467010	Dan Brown	1964	
nm1467483	Martin Brennan	1977	
nm1467567	Jim Flynn	1972	
nm1467577	Conor O'Neill	1969	
nm1468026	Richard Dawkins	1941	
nm1468516	William Shimell	1952	
nm1468642	Joseph Wilson	1949	2019
nm1469236	Olivia Colman	1974	
nm1469853	Dan Lin	1973	
nm1469874	Charles Segars	1963	
nm1470225	Ciaran O'Driscoll	1981	
nm1470260	Stella Hopkins	1956	
nm1470645	Graham Parker	1950	
nm1472423	Rajeev Dassani	1979	
nm1472462	Karim Debbagh	1972	
nm1472589	Colton Dunn	1977	
nm1472917	Zach Gilford	1982	
nm1473056	Robert Gulya	1973	
nm1473267	Willa Holland	1991	
nm1474634	G.O. Parsons	1982	
nm1474787	Pattukottai Prabhakar	1958	
nm1475013	Nick Rowntree	1969	
nm1475034	Evgeny Ruman	1979	
nm1475059	Filip Jan Rymsza	1977	
nm1475594	Channing Tatum	1980	
nm1475754	Aya Ueto	1985	
nm1475928	Tripp Weathers	1970	
nm1475971	Mat Whitecross	1977	
nm1476601	Marc Evan Jackson	1970	
nm1478067	Frank Deal	1958	
nm1478285	Zabryna Guevara	1972	
nm1478535	Spencer List	1998	
nm1478996	Lauren Storm	1987	
nm1479322	Russ Emanuel	1977	
nm1480060	Michel Faber	1960	
nm1480555	Arjan Bajwa	1979	
nm1480656	Filip Berg	1986	
nm1481053	Nikolaj Falkenberg-Klok	1993	
nm1481133	Trevor Gagnon	1995	
nm1481493	Gil Kenan	1976	
nm1481827	Garrett McGuckian	1971	
nm1482025	Jina Panebianco	1972	
nm1482080	Giovannie Espiritu	1988	
nm1482301	Jérôme Seydoux	1934	
nm1482392	Oksana Stashenko	1966	
nm1482575	Brandon Vedder	1982	
nm1482634	Kraig Wenman	1980	
nm1482647	Genelle Williams	1984	
nm1482999	María Valverde	1987	
nm1483209	Joe Gabriel	1978	
nm1483369	Chris O'Dowd	1979	
nm1483730	Zoë Tapper	1981	
nm1483732	Morgan Thompson	1990	
nm1483822	Hiroaki Andô	1966	
nm1484270	Harry Shum Jr.	1982	
nm1484310	Datari Turner	1979	
nm1484356	Zina Zaflow	1980	
nm1486025	Alejandro Brugués	1976	
nm1486060	April Monique Burril	1972	
nm1486061	Jimmyo Burril	1963	
nm1487136	Keiko Kitagawa	1986	
nm1488027	Celine Rattray	1975	
nm1488800	Ti West	1980	
nm1488865	Vanness Wu	1978	
nm1489037	Gary Cairns	1980	
nm1489101	Grant Denyer	1977	
nm1489118	Jason Earles	1977	
nm1489978	Jill Wagner	1979	
nm1490123	James Wan	1977	
nm1490413	Mariane Pearl	1967	
nm1490490	Humberto Tan	1965	
nm1490961	Peter Phok	1981	
nm1491631	Chris Massoglia	1992	
nm1491637	Orlando	1936	
nm1492784	Devon Gearhart	1995	
nm1492850	Juliette Gosselin	1991	
nm1493251	Gee Koncz	1974	
nm1493623	Julio Milostich	1966	
nm1493836	Gul Panag	1977	
nm1493950	Adrian Politowski	1978	
nm1494168	Angela Sarafyan	1983	
nm1494301	Gillian Slovo	1952	
nm1494536	Kirsten Vangsness	1972	
nm1495204	Brian Maillard	1977	
nm1495244	Yao Ming	1980	
nm1495520	Caitríona Balfe	1979	
nm1496016	Nick Bird	1977	
nm1496115	Sophia Ali	1995	
nm1496173	Gareth David-Lloyd	1981	
nm1496244	Láng Lang	1982	
nm1496294	Darren Pettie	1970	
nm1496298	Caleeb Pinkett	1980	
nm1496753	Christopher Roach	1979	
nm1497265	Jennifer Weiner	1970	
nm1497267	Brian D. Young	1965	
nm1497548	Jimmy Bennett	1996	
nm1498895	Brett DelBuono	1992	
nm1499089	Gabe Fonseca	1980	
nm1499462	Sylvia Jefferies	1969	
nm1499636	Anthony C. Kuhnz	1982	
nm1500155	Robert Pattinson	1986	
nm1500863	Bartosz Wierzbieta	1974	
nm1501050	Jonah Bobo	1997	
nm1501294	Alessandro Mario	1975	
nm1501738	Ahna O'Reilly	1984	
nm1502218	Guy Branum	1979	
nm1502434	Leslie Odom Jr.	1981	
nm1503046	Thomas Woodrow	1977	
nm1503355	Yuiko Miura	1973	
nm1503432	Catalina Sandino Moreno	1981	
nm1503575	Barry Jenkins	1979	
nm1504650	Warren Kole	1977	
nm1504678	Jose Pablo Cantillo	1979	
nm1504856	Frederik Jacobi	1973	
nm1505852	Mathilde Dedye	1977	
nm1506448	Raymond Mansfield	1977	
nm1506908	Talulah Riley	1985	
nm1506923	Lana Young	1970	
nm1507110	Bradley Snedeker	1977	
nm1507857	Keir Gilchrist	1992	
nm1507882	Xiaodong Guo	1974	
nm1509144	Miri Ben-Ari	1978	
nm1509478	Benny Safdie	1986	
nm1509816	Corey Allen Jackson	1968	
nm1510062	Mikey Day	1980	
nm1510486	Jared Goldman	1979	
nm1510616	Mac Kenny	1963	
nm1510800	Drew Pearce	1975	
nm1512156	Kate Higgins	1969	
nm1512166	Jamie Chung	1983	
nm1512910	Duncan Jones	1971	
nm1513178	Cevdet Balikçi	1941	2020
nm1513319	Jackky Bhagnani	1984	
nm1513684	Colleen Clinkenbeard	1980	
nm1514052	Allen Enlow	1952	
nm1516023	Nick Quested	1969	
nm1517261	Nikolai von Graevenitz	1972	
nm1517561	José Fidalgo	1979	
nm1517976	Chris Pine	1980	
nm1518150	Mike Stoklasa	1978	
nm1518157	Joe Suba	1978	
nm1518334	Saloni Aswani	1987	
nm1518529	Carolina Gómez	1974	
nm1519252	Bryan Buckley	1963	
nm1519253	Robert Budreau	1974	
nm1519639	Adam Nee	1981	
nm1519666	Eddie Redmayne	1982	
nm1519680	Saoirse Ronan	1994	
nm1519690	Åsne Seierstad	1970	
nm1520157	Neil Mahoney	1977	2021
nm1520267	Alejandro Ramos	1992	
nm1520948	Bernard Waber	1921	2013
nm1521381	Nayanthara	1984	
nm1522234	Niki Walia	1972	
nm1522340	Anna Maria Barbera	1962	
nm1523097	Cecily Fay	1978	
nm1523899	Sara Malakul Lane	1983	
nm1524440	Colin O'Donoghue	1981	
nm1525011	Shalim Ortiz	1979	
nm1525033	Shinchô Kokontei	1938	2001
nm1525807	Joel Courtney	1996	
nm1525948	Ashton Holmes	1978	
nm1526352	Jaimie Alexander	1984	
nm1527905	Toby Kebbell	1982	
nm1528548	Rhashan Stone	1969	
nm1529699	Jeff Seidman	1980	
nm1530018	Tom Brady	1977	
nm1530422	Steve Barker	1971	
nm1530889	Jean Johansson	1981	
nm1531444	Pooja Dadwal	1974	
nm1531585	Verónica Echegui	1983	
nm1532153	Alexander Kronemer	1960	
nm1532846	Adele Romanski	1982	
nm1533863	Jean-Baptiste Maunier	1990	
nm1534063	Issey Takahashi	1980	
nm1534201	Grace Caroline Currey	1996	
nm1534207	Kelli Giddish	1980	
nm1534694	Allisyn Snyder	1996	
nm1534698	Zawe Ashton	1984	
nm1534715	Leslie David Baker	1958	
nm1534812	Ridge Canipe	1994	
